 ,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,"mean(d,e,v)",mood_final
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,8/27/1991,72,256733,0.543,0.00162,0.912,2.10E-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,Happy,0.763666667,Hard Rock
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,2/26/2019,0,188413,0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,10,4,Happy,0.660333333,Hard Rock
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,1/1/2003,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Happy,0.630333333,Pop Chill
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,9/14/2019,51,163875,0.494,0.983,0.263,0.92,0.0746,0.105,-16.818,0.0325,159.875,0,4,Sad,0.287333333,Lofi
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,5/1/2018,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7,4,Happy,0.536,Pop Chill
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,Sad,0.309333333,Lofi
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,8/31/2018,33,217391,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.073,1,4,Happy,0.627,Pop Chill
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,10/12/2018,25,250987,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,5,4,Sad,0.309333333,Lofi
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,10/25/2018,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,9,3,Sad,0.191233333,Lofi
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,4/24/2006,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Happy,0.722,Hard Rock
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,9/10/2009,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Happy,0.639333333,Pop Chill
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,6/20/2020,38,265641,0.201,0.989,0.0394,0.839,0.0881,0.0754,-21.798,0.0334,73.742,10,4,Sad,0.105266667,Lofi
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,1/8/2019,20,301960,0.545,0.0888,0.788,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11,4,Happy,0.66,Hard Rock
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,1/3/2020,59,143000,0.32,0.881,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10,4,Sad,0.232666667,Lofi
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,5/1/2020,31,145807,0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,3,3,Sad,0.269266667,Lofi
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2/2/2018,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Happy,0.583,Pop Chill
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,7/13/2018,42,194500,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2,4,Happy,0.483,Chill
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,1/1/2012,68,281960,0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,6,5,Sad,0.222,Lofi
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,1/10/1980,71,252773,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,4,Happy,0.536333333,Pop Chill
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,11/6/2006,0,228333,0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,6,4,Happy,0.701666667,Hard Rock
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,11/24/2008,56,242373,0.485,0.0941,0.619,3.31E-06,0.109,0.416,-7.115,0.0289,138.017,5,4,Happy,0.506666667,Pop Chill
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,3/12/2010,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Happy,0.680333333,Hard Rock
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,12/7/2018,52,217142,0.465,0.00987,0.739,1.88E-06,0.373,0.0652,-7.786,0.0648,125.994,10,4,Sad,0.423066667,Chill
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,5/22/2013,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,Sad,0.216233333,Lofi
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,10/19/2018,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Happy,0.576666667,Pop Chill
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,9/11/2006,74,201173,0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,2,4,Happy,0.665333333,Hard Rock
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,12/6/2019,52,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,4,Sad,0.084833333,Lofi
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,8/8/2014,0,176652,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,4,Happy,0.722666667,Hard Rock
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,9/4/2015,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Happy,0.581333333,Pop Chill
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,5/15/2020,35,142861,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5,4,Sad,0.252366667,Lofi
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,9/18/2019,50,182079,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7,4,Sad,0.216966667,Lofi
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,3/27/2020,49,228000,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,0,5,Sad,0.166266667,Lofi
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,3,Happy,0.451,Chill
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,1/10/2020,31,149635,0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,4,Sad,0.254166667,Lofi
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,1/1/2006,62,262773,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9,4,Happy,0.697333333,Hard Rock
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,4/24/2020,39,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Happy,0.470333333,Chill
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,1/15/2005,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Happy,0.517,Pop Chill
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,3/2/2007,0,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Happy,0.510666667,Pop Chill
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,68,175400,0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,9,4,Happy,0.792333333,Hard Rock
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,3/6/2020,30,152157,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2,4,Sad,0.178833333,Lofi
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,8/16/2004,59,322160,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,4,Sad,0.260066667,Lofi
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,3/17/2017,49,216875,0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,8,4,Sad,0.2989,Lofi
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,7/10/2020,35,217339,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,9,3,Sad,0.245566667,Lofi
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,9/16/2019,57,262000,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6,4,Sad,0.357333333,Chill
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,4/21/2020,52,177224,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5,4,Sad,0.252766667,Lofi
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,8/10/2018,14,336481,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,Happy,0.551,Pop Chill
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,1/31/2020,35,231841,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11,4,Sad,0.2164,Lofi
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,11/24/1998,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Happy,0.671666667,Hard Rock
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,10/4/2019,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Happy,0.567,Pop Chill
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,3/16/2018,44,210000,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Happy,0.686,Hard Rock
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,12/13/2019,30,126801,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10,4,Sad,0.3075,Lofi
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,7/31/2020,28,219000,0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,4,3,Sad,0.238666667,Lofi
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1/1/1975,58,230066,0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,10,4,Happy,0.817333333,Hard Rock
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,8/27/2019,52,218501,0.213,0.742,0.233,0.881,0.149,0.0378,-14.347,0.0289,94.94,4,3,Sad,0.161266667,Lofi
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,10/19/2018,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Happy,0.504333333,Pop Chill
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,3/27/2020,48,179610,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0,4,Sad,0.2102,Lofi
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,2/21/2020,29,171283,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,11,4,Happy,0.510333333,Pop Chill
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,4/10/2020,70,140571,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,4,Sad,0.407,Chill
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,9/12/1975,0,334743,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,4,Sad,0.372666667,Chill
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,11/11/2017,28,193074,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,4,Happy,0.489,Chill
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,1/1/2003,19,209906,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Happy,0.650666667,Hard Rock
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,7/10/2020,32,120029,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0,4,Sad,0.211833333,Lofi
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,6/14/2019,53,203076,0.591,0.0484,0.759,1.23E-06,0.108,0.235,-3.785,0.0404,130.043,5,4,Happy,0.528333333,Pop Chill
Wonderwall,(What's the Story) Morning Glory?,Oasis,79RUMZfMNMpqZnswovvTqv,10/2/1995,15,258906,0.412,0.00214,0.844,0,0.134,0.459,-5.613,0.037,174.452,2,4,Happy,0.571666667,Pop Chill
Woodland Heart,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho,8/30/2019,53,160105,0.516,0.84,0.177,0.817,0.135,0.132,-20.473,0.0312,94.994,3,3,Sad,0.275,Lofi
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,10/17/2018,18,399012,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1,4,Sad,0.210333333,Lofi
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,11/22/2019,55,192413,0.631,0.0149,0.862,6.23E-05,0.103,0.438,-4.114,0.0515,145.01,8,4,Happy,0.643666667,Pop Chill
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,9/22/2017,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,10,4,Sad,0.368666667,Chill
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,11/9/1999,1,136360,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,4,Happy,0.763,Hard Rock
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,5/12/2017,0,216038,0.445,0.319,0.591,0.766,0.107,0.0774,-9.004,0.0316,137.864,7,4,Sad,0.371133333,Chill
You Are Safe With Me,delta/alpha,Jef Martens,4t2XUVB63KvQWeAlAaaqAz,5/1/2020,35,86125,0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,9,4,Sad,0.273333333,Lofi
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,6Nl2wvFyKjiyPKrhE4Rth1,5/4/2018,52,188571,0.686,0.0534,0.775,9.39E-06,0.44,0.454,-7.247,0.185,126.013,11,4,Happy,0.638333333,Pop Chill
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,32lF1rsInDTdK6Av3KdfaY,1/1/1998,1,300773,0.621,0.17,0.901,0,0.0875,0.744,-5.396,0.0302,113.967,2,4,Happy,0.755333333,Hard Rock
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,7/15/2020,36,263080,0.291,0.781,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6,4,Sad,0.2571,Lofi
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,7oypoJJHZOALqQlGKpTefk,7/22/2014,0,178333,0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,9,4,Happy,0.678333333,Hard Rock
You're My Best Friend - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,4vEXJ6NvEwS8ptynkNswaa,1/1/2011,57,170800,0.518,0.158,0.761,0.00765,0.0715,0.576,-7.025,0.0452,118.738,0,4,Happy,0.618333333,Pop Chill
Your Turn Now,Your Turn Now,Aaron Smith,6Ij1Soe86rp6D9YsxwCz9N,7/10/2020,49,239500,0.634,0.819,0.193,0,0.113,0.159,-9.503,0.0277,95.004,7,4,Sad,0.328666667,Lofi
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,2/29/2012,0,251626,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.396,9,4,Happy,0.517666667,Pop Chill
alpha waves,alpha waves,Eucalyptic,5ZCW5CDwhfXJGL2MzxGwhx,11/11/2019,59,205127,0.561,0.795,0.314,0.876,0.115,0.0883,-16.989,0.0281,95.931,4,4,Sad,0.3211,Lofi
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,5/20/2020,58,184500,0.725,0.668,0.258,2.63E-05,0.0955,0.173,-14.065,0.255,127.876,11,3,Sad,0.385333333,Chill
coeur noir,coeur noir,Leo Nocta,0JsYp2UosjQpePYbHCvXWZ,7/17/2020,34,262280,0.235,0.926,0.233,0.89,0.069,0.164,-21.173,0.0712,66.866,11,3,Sad,0.210666667,Lofi
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,9/28/2018,78,181613,0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,0,4,Happy,0.527,Pop Chill
cry on airplanes,cry on airplanes,Julian,1elEZGOMFRU5n7bnOtUaqi,4/10/2020,40,226000,0.763,0.548,0.372,0.000638,0.116,0.76,-7.07,0.0683,85.01,5,4,Happy,0.631666667,Pop Chill
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,5/8/2020,68,184505,0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,2,4,Happy,0.460666667,Chill
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,4/19/2018,88,200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad,0.255666667,Lofi
mellow,sleep escape,cloudcrush,1yJXNOEP2bq1N1691n37oS,5/20/2020,48,144434,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,0,4,Sad,0.2786,Lofi
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,6/12/2020,75,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Happy,0.685666667,Hard Rock
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,4/24/2020,60,245945,0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,11,4,Sad,0.439333333,Chill
the frost,sentience,praam,7l4b5JYnl1WwUfvJgKmUwr,1/24/2020,35,254440,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,3,4,Sad,0.1861,Lofi
the theme song,notion,Teodor Wolgers,3n2QaRyg5nTg5Cwwq5mw3Q,4/24/2020,36,159840,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0,4,Sad,0.261333333,Lofi
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,3/29/2019,87,196077,0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,4,4,Sad,0.225333333,Lofi
windcatcher,windcatcher,Leo Nocta,59VApBbrS2IADQk4ml5mdo,6/19/2020,36,123066,0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,0,3,Sad,0.261333333,Lofi
yellow is the color of her eyes,yellow is the color of her eyes,Soccer Mommy,4D3nttJPU6L0M2epr7sId6,11/19/2019,5,435080,0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.537,11,4,Sad,0.386,Chill
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,4/17/2020,87,169265,0.642,0.786,0.374,0,0.0906,0.0799,-9.386,0.0545,124.099,4,4,Sad,0.3653,Chill
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,5/3/2019,76,219146,0.561,0.913,0.0848,2.62E-05,0.112,0.206,-15.099,0.0404,102.128,2,4,Sad,0.283933333,Lofi
æfre,æfre,praam,2irbT1BSYaIEF44PlyKaoM,7/17/2020,41,186331,0.377,0.994,0.0156,,0.0991,0.0804,-28.435,0.0397,140.179,0,4,Sad,0.157666667,Lofi
,,,,,,,0.8,0.612,0.183,,0.628,0.613,-11.986,0.0624,93.987,,,Happy,0.532,Pop Chill
,,,,,,,0.768,0.553,0.377,,0.121,0.765,-7.065,0.0733,85.015,,,Happy,0.636666667,Pop Chill
,,,,,,,0.54,0.776,0.364,,0.116,0.493,-9.338,0.0657,154.168,,,Sad,0.465666667,Chill
,,,,,,,0.356,0.939,0.301,,0.1,0.125,-10.104,0.0383,115.289,,,Sad,0.260666667,Lofi
,,,,,,,0.614,0.99,0.162,,0.117,0.0748,-15.787,0.0372,111.971,,,Sad,0.2836,Lofi
,,,,,,,0.783,0.468,0.467,,0.115,0.822,-12.724,0.0409,105.455,,,Happy,0.690666667,Hard Rock
,,,,,,,0.515,0.897,0.36,,0.138,0.458,-6.878,0.0337,141.801,,,Sad,0.444333333,Chill
,,,,,,,0.264,0.961,0.264,,0.0973,0.0453,-18.885,0.0644,123.698,,,Sad,0.1911,Lofi
,,,,,,,0.609,0.991,0.035,,0.11,0.155,-27.002,0.0436,117.786,,,Sad,0.266333333,Lofi
,,,,,,,0.372,0.983,0.116,,0.0947,0.203,-14.079,0.1022,82.647,,,Sad,0.230333333,Lofi
,,,,,,,0.71,0.522,0.093,,0.538,0.523,-12.076,-0.0276,93.897,,,Sad,0.442,Chill
,,,,,,,0.678,0.463,0.287,,0.031,0.675,-7.155,-0.0167,84.925,,,Happy,0.546666667,Pop Chill
,,,,,,,0.45,0.686,0.274,,0.026,0.403,-9.428,-0.0243,154.078,,,Sad,0.375666667,Chill
,,,,,,,0.266,0.849,0.211,,0.01,0.035,-10.194,-0.0517,115.199,,,Sad,0.170666667,Lofi
,,,,,,,0.524,0.9,0.072,,0.027,-0.0152,-15.877,-0.0528,111.881,,,Sad,0.1936,Lofi
,,,,,,,0.693,0.378,0.377,,0.025,0.732,-12.814,-0.0491,105.365,,,Happy,0.600666667,Pop Chill
,,,,,,,0.425,0.807,0.27,,0.048,0.368,-6.968,-0.0563,141.711,,,Sad,0.354333333,Chill
,,,,,,,0.174,0.871,0.174,,0.0073,-0.0447,-18.975,-0.0256,123.608,,,Sad,0.1011,Lofi
,,,,,,,0.519,0.901,-0.055,,0.02,0.065,-27.092,-0.0464,117.696,,,Sad,0.176333333,Lofi
,,,,,,,0.282,0.893,0.026,,0.0047,0.113,-14.169,0.0122,82.557,,,Sad,0.140333333,Lofi
,,,,,,,0.71,0.522,0.093,,0.538,0.523,-12.076,-0.0276,93.897,,,Sad,0.442,Chill
,,,,,,,0.678,0.463,0.287,,0.031,0.675,-7.155,-0.0167,84.925,,,Happy,0.546666667,Pop Chill
,,,,,,,0.45,0.686,0.274,,0.026,0.403,-9.428,-0.0243,154.078,,,Sad,0.375666667,Chill
,,,,,,,0.266,0.849,0.211,,0.01,0.035,-10.194,-0.0517,115.199,,,Sad,0.170666667,Lofi
,,,,,,,0.524,0.9,0.072,,0.027,-0.0152,-15.877,-0.0528,111.881,,,Sad,0.1936,Lofi
,,,,,,,0.693,0.378,0.377,,0.025,0.732,-12.814,-0.0491,105.365,,,Happy,0.600666667,Pop Chill
,,,,,,,0.425,0.807,0.27,,0.048,0.368,-6.968,-0.0563,141.711,,,Sad,0.354333333,Chill
,,,,,,,0.174,0.871,0.174,,0.0073,-0.0447,-18.975,-0.0256,123.608,,,Sad,0.1011,Lofi
,,,,,,,0.519,0.901,-0.055,,0.02,0.065,-27.092,-0.0464,117.696,,,Sad,0.176333333,Lofi
,,,,,,,0.282,0.893,0.026,,0.0047,0.113,-14.169,0.0122,82.557,,,Sad,0.140333333,Lofi
,,,,,,,0.7,0.512,0.083,,0.528,0.513,-12.086,-0.0376,93.887,,,Sad,0.432,Chill
,,,,,,,0.668,0.453,0.277,,0.021,0.665,-7.165,-0.0267,84.915,,,Happy,0.536666667,Pop Chill
,,,,,,,0.44,0.676,0.264,,0.016,0.393,-9.438,-0.0343,154.068,,,Sad,0.365666667,Chill
,,,,,,,0.256,0.839,0.201,,0,0.025,-10.204,-0.0617,115.189,,,Sad,0.160666667,Lofi
,,,,,,,0.514,0.89,0.062,,0.017,-0.0252,-15.887,-0.0628,111.871,,,Sad,0.1836,Lofi
,,,,,,,0.683,0.368,0.367,,0.015,0.722,-12.824,-0.0591,105.355,,,Happy,0.590666667,Pop Chill
,,,,,,,0.415,0.797,0.26,,0.038,0.358,-6.978,-0.0663,141.701,,,Sad,0.344333333,Lofi
,,,,,,,0.164,0.861,0.164,,-0.0027,-0.0547,-18.985,-0.0356,123.598,,,Sad,0.0911,Lofi
,,,,,,,0.509,0.891,-0.065,,0.01,0.055,-27.102,-0.0564,117.686,,,Sad,0.166333333,Lofi
,,,,,,,0.272,0.883,0.016,,-0.0053,0.103,-14.179,0.0022,82.547,,,Sad,0.130333333,Lofi
,,,,,,,0.61,0.422,-0.007,,0.438,0.423,-12.176,-0.1276,93.797,,,Sad,0.342,Lofi
,,,,,,,0.578,0.363,0.187,,-0.069,0.575,-7.255,-0.1167,84.825,,,Sad,0.446666667,Chill
,,,,,,,0.35,0.586,0.174,,-0.074,0.303,-9.528,-0.1243,153.978,,,Sad,0.275666667,Lofi
,,,,,,,0.166,0.749,0.111,,-0.09,-0.065,-10.294,-0.1517,115.099,,,Sad,0.070666667,Lofi
